source_doc_id,date,sentence,found_term,accompanying_terms
2124,2016-09-05 17:20:00,The Chinese in Vladivostok said it was tasty.,chinese,[]
2124,2016-09-05 17:20:00,"“We in China love it,” they said.",china,[]
2125,2016-09-06 11:00:00,"But, for me, personally – I already said this yesterday, while I was in China:",china,[]
2127,2016-09-06 20:15:00,I had an opportunity in China to discuss these issues with some of our colleagues from the region.,china,[]
2158,2016-09-22 23:00:00,One of the vehicles had a crew made up of Russian and Chinese racers.,chinese,[]
2173,2016-10-04 14:30:00,"I would like to note that Russia and Kazakhstan have already successfully joined quite a few international transport and corridor projects, for example, the new road between Europe and western China.",china,['western']
2173,2016-10-04 14:30:00,This road will reduce the freight shipping times between China and Europe to ten days.,china,[]
2182,2016-10-10 16:00:00,"Demand for traditional energy resources comes not only from the growing number of cars and electrification of huge countries and economies such as China, India and others, but also from the continuing penetration of petroleum and gas chemistry into a very diverse range of areas of human life and industrial processes.",china,[]
2182,2016-10-10 16:00:00,"We also plan to actively develop energy exports on eastern routes – to China, Japan and India.",china,[]
2182,2016-10-10 16:00:00,"This includes the Eastern Siberia – Pacific Ocean and Power of Siberia pipelines, which will ship to China, and modernising the terminals in the Far East’s ports.",china,[]
2186,2016-10-11 20:10:00,"Mr Zhukov, Chairman of our National Olympic Committee, is actively working on the IOC’s instructions in China, helping our Chinese friends on the IOC’s behalf to prepare for the 2022 Olympic Games.",china,[]
2187,2016-10-12 16:30:00,"In this context, our special strategic relations with the People’s Republic of China certainly play a special role.",china,[]
2187,2016-10-12 16:30:00,"Yes, in recent years, our trade and economic ties with many countries of the region, including China, in the past couple of years, declined, but they are still considerable.",china,[]
2187,2016-10-12 16:30:00,"Last year, our trade with China was worth $63.5 billion.",china,[]
2187,2016-10-12 16:30:00,"I would like to note that we have been especially pleased recently with the diversification of our relations with Asia Pacific countries – Japan, India, China and the Republic of Korea, among others.",china,[]
2187,2016-10-12 16:30:00,"This is furthering relations between the Eurasian Economic Union and the countries you have mentioned, including China.",china,[]
2187,2016-10-12 16:30:00,"We have launched comprehensive talks on developing economic relations between China and the Eurasian Economic Union (EAEU), seeking to align China’s Silk Road Economic Belt initiative, which we consider to be very interesting and promising, with the EAEU.",china,[]
2187,2016-10-12 16:30:00,"Yes, this calls for big investments, but it will take us to the huge and growing Chinese market.",chinese,[]
2187,2016-10-12 16:30:00,"China’s growth rates have slowed down a little, but it still has the highest growth rates in the world.",china,[]
2187,2016-10-12 16:30:00,The Chinese economy is growing and we know that it needs energy resources.,chinese,[]
2187,2016-10-12 16:30:00,"Question (retranslated): Mr President, I represent a Chinese high-tech company.",chinese,[]
2187,2016-10-12 16:30:00,"At the same time, as a Chinese company, we support and sponsor Voice of Russia’s television programme.",chinese,[]
2187,2016-10-12 16:30:00,My question is about your position regarding creating opportunities for Russian-Chinese cultural exchanges as opposed to Anglo-Saxon culture.,chinese,['russian']
2187,2016-10-12 16:30:00,"We see great potential and success for Russian cartoons and films, for example, Ekipazh (Flight Crew) and other films were successful on the Chinese market.",chinese,[]
2187,2016-10-12 16:30:00,"Regarding Anglo-Saxon, Russian or Chinese culture… yes, of course this is something we can discuss, but we are all part of global culture.",chinese,[]
2187,2016-10-12 16:30:00,It is not possible to imagine global culture without China’s great culture and its thousands of years of history.,china,[]
2187,2016-10-12 16:30:00,The Chinese people’s achievements laid the foundations for whole layers of global culture.,chinese,[]
2187,2016-10-12 16:30:00,"We place great importance on this, including with regard to our Chinese friends.",chinese,[]
2187,2016-10-12 16:30:00,"As for the specific market segment you mentioned, we will certainly support the efforts of our partners – Chinese, European, and American – but keeping in mind this idea of uniqueness that enables us to preserve our national cultural identity.",chinese,[]
2190,2016-10-13 09:40:00,"Our countries actively cooperate within the Group of 20, including under the current Chinese chairmanship.",chinese,[]
2193,2016-10-15 14:50:00,"President of the People’s Republic of China Xi Jinping     Xi JinpingPresident of People's Republic of China  (retranslated): I am also very glad to meet with you here, in Goa, once again, my old friend, President Putin.",china,[]
2193,2016-10-15 14:50:00,Stability in Russia in a rapidly changing world is beneficial both for the world and for China.,china,[]
2193,2016-10-15 14:50:00,"Last month you took part in the G20 Summit in Hangzhou, China, and made a huge contribution to the summit’s success.",china,[]
2193,2016-10-15 14:50:00,"We also held a productive bilateral meeting and reached important agreements on the development of Chinese-Russian relations, comprehensive partnership and strategic cooperation at a high level.",chinese,[]
2209,2016-10-27 20:00:00,"That is how we arrange the work of the Eurasian Economic Union and conduct negotiations with our partners, particularly on coordination with the Silk Road Economic Belt project, which China is implementing.",china,[]
2209,2016-10-27 20:00:00,China is our neighbour,china,[]
2209,2016-10-27 20:00:00,"We have cooperation between our defence ministries and also between industry in the defence sector, as well as in the civilian sector, where we have many common interests with India, China, Vietnam and other countries in the region.",china,[]
2209,2016-10-27 20:00:00,Does today’s China resemble the China of the 1960s-70s?,china,[]
2209,2016-10-27 20:00:00,The question was raised again during our meeting in China.,china,[]
2209,2016-10-27 20:00:00,"For example, we negotiated with the People’s Republic of China on territorial border issues for 40 years.",china,[]
2209,2016-10-27 20:00:00,"And we reached a final agreement and signed a relevant treaty, among other things and maybe primarily because we achieved an unprecedented level of cooperation with China, which we describe as something more than strategic partnership: privileged strategic partnership.",china,[]
2210,2016-10-28 16:40:00,Such countries as China and the United States are producing more wheat than we do,china,[]
2224,2016-11-04 15:30:00,The consolidation of ties between Russia and China is aided by the theatrical projects in which Mr Chen Ping plays a prominent role.,china,[]
2224,2016-11-04 15:30:00,"I would like to underscore that it is thanks to such people that relations between Russia and the People’s Republic of China have reached an incredibly high level, a truly strategic partnership.",china,[]
2227,2016-11-08 16:50:00,Premier of the State Council of China Li Keqiang (retranslated):,china,[]
2227,2016-11-08 16:50:00,Russia and China are very big neighbours.,china,[]
2227,2016-11-08 16:50:00,My meeting with Prime Minister Dmitry Medvedev was the 21st meeting of the heads of government of China and Russia.,china,[]
2227,2016-11-08 16:50:00,"Over the past 20 years, this tradition, this practice never stopped, and this fact alone points to the stable development of Russian-Chinese relations.",chinese,['russian']
2227,2016-11-08 16:50:00,We believe that Chinese-Russian cooperation not only benefits our nations.,chinese,[]
2227,2016-11-08 16:50:00,"When I return to China, I will certainly convey your best regards and warm wishes to President Xi Jinping.",china,[]
2247,2016-11-21 01:40:00,"However, you know that we are discussing the possibility of aligning the EAEU and China’s Silk Road Economic Belt initiative based on the ideas of the Chinese leadership and President Xi Jinping.",china,[]
2261,2016-11-30 14:45:00,"It was also his idea to develop close cooperation between the strategic triangle of Russia, China and India.",china,[]
2261,2016-11-30 14:45:00,"We hope that talks with our partners, including those on linking up with China’s Silk Road Economic Belt project, will enable us to build a big Eurasian partnership.",china,[]
2263,2016-12-01 13:10:00,"In today’s challenging environment, the comprehensive partnership and strategic cooperation between Russia and China have become one of the key factors in ensuring global and regional stability.",china,[]
2263,2016-12-01 13:10:00,"Today, China is about to become the world’s largest economy, so it is very important that every year adds new large-scale projects in various areas, including trade, investment, energy and high technology, to our mutually beneficial cooperation.",china,[]
2268,2016-12-02 19:45:00,"Every one of you can certainly be proud of what our peoples have accomplished over the centuries – starting from Greece and Italy and all other countries in the world, including China, with its centuries-old, millennium-old culture.",china,[]
2270,2016-12-05 19:45:00,"We are now working with our Chinese partner to build a similar, though smaller, helicopter.",chinese,[]
2285,2016-12-13 11:00:00,We conducted talks on border issues with our friends in the People’s Republic of China for 40 years.,china,[]
2285,2016-12-13 11:00:00,"Now we characterise Russian-Chinese relations as a strategic partnership, even a special strategic partnership.",chinese,['russian']
2285,2016-12-13 11:00:00,We have never had such a level of trust with China before.,china,[]
2285,2016-12-13 11:00:00,China is our major trade and economic partner among foreign states.,china,[]
2285,2016-12-13 11:00:00,"We cooperate not only within the UN Security Council, which is logical, as both China and Russia are permanent members of the UN Security Council, but also within such regional organisations as the Shanghai Cooperation Organisation, BRICS, etc.",china,[]
2285,2016-12-13 11:00:00,"Now we are talking about concluding a free trade agreement between the Eurasian Economic Council, recently established in the post-Soviet space, and China.",china,[]
2285,2016-12-13 11:00:00,"Then, we will coordinate, at least we are ready to do this, the Chinese concept of the Silk Road Economic Belt with our newly-created regional organisation.",chinese,[]
2285,2016-12-13 11:00:00,"So, do you understand how diverse, multi-faceted and deep Russian-Chinese ties have become over the last couple of decades?",chinese,['russian']
2285,2016-12-13 11:00:00,"This did not cause any major problems, if there were any in China and Russia in this connection, though we both made some compromises.",china,[]
2285,2016-12-13 11:00:00,"This is the difference between current Russian-Japanese and, for instance, Russian-Chinese relations.",chinese,['russian']
2285,2016-12-13 11:00:00,"After all, China is our largest trading partner.",china,[]
2285,2016-12-13 11:00:00,"As I said, country-wise, Russia trades the most with China.",china,[]
2285,2016-12-13 11:00:00,"You must have heard about China’s plans to participate in building a high-speed railway line between Moscow and Kazan in the Volga region, in central Russia.",china,[]
2285,2016-12-13 11:00:00,And then we plan to extend it to Kazakhstan and on to China.,china,[]
2285,2016-12-13 11:00:00,"So, we have every reason to say, and I note this with great satisfaction, that a truly friendly relationship has evolved with China, and in many key areas these relations, without any exaggeration, have a strategic character.",china,[]
2299,2016-12-23 15:55:00,"As the Chinese say, “he who sits higher sees further,” and they are right.",chinese,[]
2299,2016-12-23 15:55:00,"It is amazing how NOVATEK with its European and Chinese partners, and there are still more partners, including the Japanese, has managed, under such conditions and within such a short time, to push forward the implementation of such a large-scale plan.",chinese,[]
2299,2016-12-23 15:55:00,It is common knowledge that Russia and China have very close relations.,china,[]
2299,2016-12-23 15:55:00,"We are all familiar with the term ‘strategic partnership’, but the ties that Russia and China have developed over recent years are more than a simple strategic partnership.",china,[]
2299,2016-12-23 15:55:00,China is our biggest trade and economic partner as far as individual countries go.,china,[]
2299,2016-12-23 15:55:00,"We are developing [cooperation] and will continue to do so, despite the difficulties that exist – I will not go into the details now – in the transition to settling our trade and economic accounts in our national currencies, all the more so now that the yuan has become one of the International Monetary Fund’s reserve currencies, an event on which I congratulate our Chinese colleagues.",chinese,[]
2299,2016-12-23 15:55:00,We value our ties with China and hope to continue developing them.,china,[]
2299,2016-12-23 15:55:00,"We recently built an engine that had not been manufactured over the past 29 years, since the Soviet days, but we need a new engine with a greater thrust – 30–35 tonnes, which will allow us, together with our Chinese friends, to build a wide-body long-haul airplane.",chinese,[]
2302,2016-12-26 16:40:00,"I agree with him completely that the digital economy has undergone massive development over these last years, especially in countries such as China and the United States, and if the Eurasian Economic Union were to lag behind in the areas of global electronic trade and intersectoral digital platforms, this could have an impact on our competitiveness on foreign markets and on our Union’s domestic markets.",china,[]
2302,2016-12-26 16:40:00,We are working with the People’s Republic of China.,china,[]
2306,2016-12-27 15:10:00,"Needless to say, we should act with extreme caution so as not to destroy the economy, not to act like an elephant in a china shop, not to demand the impossible.",china,[]
2388,2017-03-10 19:40:00,"In this regard, the talks we held with Mr Putin in St Petersburg on August 9, 2016, in Guangzhou on September 3, 2016 (at the G20 Summit in China), and in Istanbul on October 10, 2016 (the World Energy Congress), were extremely important.",china,[]
2406,2017-03-22 17:30:00,"The United States is substantially ahead, with 33 percent, and after us come China, with 6.2 percent, France, with 6 percent, and Germany, with 5.6 percent.",china,[]
2418,2017-03-30 13:45:00,"I would like to thank everyone, our foreign partners as well, above all, of course, our Chinese and French partners, for believing in this project, for taking active part in it and supporting technologically and financially.",chinese,[]
2419,2017-03-30 15:40:00,"In addition to its shareholders, which include Russian, French and Chinese companies (there are two Chinese companies involved), equipment for this project is being supplied by Korean, Japanese and several other companies from seven countries.",chinese,[]
2419,2017-03-30 15:40:00,The two Chinese companies will be involved in production.,chinese,[]
2419,2017-03-30 15:40:00,Our Chinese partners want to take part and are discussing their contribution to building railway lines towards deep-sea ports in Russia’s northern regions.,chinese,[]
2419,2017-03-30 15:40:00,"All these calls come amid police crackdowns such as for example on Paris protesters against the murder of one of the citizens directly in his home, a Frenchman of Chinese descent.",chinese,[]
2423,2017-04-03 14:40:00,"I therefore do not think that we are in a position to criticise China, for example.",china,[]
2423,2017-04-03 14:40:00,"Napoleon once said, “China is sleeping, and let’s hope that it continues sleeping for as long as possible”.",china,[]
2423,2017-04-03 14:40:00,"However, China has long since woken up, and these processes need to be managed.",china,[]
2439,2017-04-13 14:15:00,"The business ties and implementation of projects that you are involved in are greatly aided, of course, by the positive attitude in this respect taken by President of China Xi Jinping, with whom we have very good, friendly relations.",china,[]
2439,2017-04-13 14:15:00,"I plan to take part, at the Chinese President’s invitation, in the One Belt – One Road international forum and to make a working visit to Beijing for this occasion.",chinese,[]
2439,2017-04-13 14:15:00,"First Vice Premier of the State Council of China Zhang Gaoli     Zhang GaoliFirst Vice Premier of the State Council of China  (retranslated): Your Excellency, Mr President, I am very grateful to you for finding the time to meet with me and my delegation despite your busy schedule.",china,[]
2439,2017-04-13 14:15:00,"Mr President, you are a long-time great friend of China.",china,[]
2439,2017-04-13 14:15:00,"You have met with President Xi more than 20 times now, and this deep personal friendship and common agreements and decisions between the two leaders serve as a strategic guideline for developing Russian-Chinese relations.",chinese,['russian']
2439,2017-04-13 14:15:00,China has already firmly condemned this terrorist attack.,china,[]
2439,2017-04-13 14:15:00,China will continue to fight international terrorism with Russia and other members of the international community in order to preserve peace and stability around the world.,china,[]
2439,2017-04-13 14:15:00,President Xi and the Chinese Government place great importance on your upcoming participation in the One Belt – One Road international cooperation forum in Beijing in May.,chinese,[]
2441,2017-04-14 12:20:00,"As for the Union’s international activities, I must remind you that a free trade agreement with Vietnam is already in effect; negotiations are underway with China, Israel, Serbia, Egypt, India and Singapore; and similar work has been started with Iran, as we have already mentioned here.",china,[]
2446,2017-04-19 17:50:00,"We have already met twice before in Moscow, and once in China.",china,[]
2446,2017-04-19 17:50:00,"Furthermore, the Chinese parliament is a patron and support of the Russian-Chinese Friendship Society, which celebrates its 60th anniversary this year.",chinese,['russian']
2446,2017-04-19 17:50:00,Chairman of the Standing Committee of the Chinese National People's Congress Zhang Dejiang (retranslated):,chinese,[]
2446,2017-04-19 17:50:00,"China looks forward to and welcomes your visit in May this year to attend the One Belt, One Road international cooperation forum.",china,[]
2452,2017-04-24 17:40:00,"On a separate note, I would like to mention interaction with our Chinese colleagues.",chinese,[]
2452,2017-04-24 17:40:00,A joint project on the route of a research expedition led by Russian geographer Vladimir Obruchev in Central China led to major scientific findings and a great response from the public.,china,['central']
2460,2017-04-26 17:30:00,"Our next contact will be with President Xi Jinping     Xi JinpingPresident of People's Republic of China  in Beijing on May 14–15, at the international conference the Chinese government is holding to promote the development of economic cooperation in the region and the world.",china,[]
2460,2017-04-26 17:30:00,I would like to ask you to pass on my very best wishes to President Xi. Director of the General Office of the Communist Party of China Li Zhanshu (retranslated):,china,[]
2460,2017-04-26 17:30:00,"Mr President, As Director of the General Office of the Communist Party of China, I know well what it means to work day and night for China’s interests.",china,[]
2460,2017-04-26 17:30:00,"Thanks to the initiatives and guidance coming from President Xi Jinping and Your Excellency, Chinese-Russian relations of strategic partnership and cooperation have taken on a mature, lasting nature.",chinese,[]
2460,2017-04-26 17:30:00,"He told me to say that today, Chinese-Russian relations are going through their best period ever in our history.",chinese,[]
2472,2017-05-02 17:00:00,"I already said in my opening remarks that Germany is Russia’s second biggest trading partner, after China.",china,[]
2487,2017-05-14 05:20:00,President Xi Jinping informed us about his plans to hold such a representative event back in September at the Russian-Chinese summit in Hangzhou.,chinese,['russian']
2487,2017-05-14 05:20:00,"In the well-known Chinese book, I Ching, with its elaborate language, the well is a symbol of vitality that brings people together to communicate with each other, build trust, connections and friendships.",chinese,[]
2487,2017-05-14 05:20:00,"We welcome China’s One Belt, One Road initiative.",china,[]
2487,2017-05-14 05:20:00,"This is the approach that, we believe, should be applied to the agenda proposed today by the People’s Republic of China.",china,[]
2487,2017-05-14 05:20:00,"Just now, in his address, President Xi Jinping spoke about lifting bureaucratic barriers for trade flows between China and Kazakhstan.",china,[]
2488,2017-05-14 06:50:00,"Our governments, the Russian Presidential Executive Office and the Secretariat of the Communist Party of China Central Committee, are currently drafting quite a set of documents, including an action plan toward fulfilling our strategic initiatives for the next few years.",china,[]
2489,2017-05-14 09:30:00,"You have just recalled the meeting we had here in China several years ago, which took place during another international event.",china,[]
2491,2017-05-14 13:40:00,"This is what forms the basis of the initiative of China and Chinese President, our friend, Mr Xi Jinping     Xi JinpingPresident of People's Republic of China .",china,[]
2492,2017-05-15 08:00:00,This is why Russia has not just supported the Belt and Road initiative but will actively contribute to achieving it with our Chinese partners and the other concerned parties.,chinese,[]
2492,2017-05-15 08:00:00,The EAEU is negotiating a trade and economic cooperation agreement with China and a free trade agreement with Israel.,china,[]
2492,2017-05-15 08:00:00,"In May 2015, we reached an agreement with our Chinese friends to combine integration within the EAEU and China’s Silk Road Economic Belt project.",china,[]
2492,2017-05-15 08:00:00,"In fact, this is what China and President Xi Jinping have proposed at this forum.",china,[]
2493,2017-05-15 13:20:00,"In this sense, the Chinese initiative is very useful and timely.",chinese,[]
2493,2017-05-15 13:20:00,"Furthermore – and this was not China’s initiative, but that of the participants in today’s meeting – we expressed the desire to make this a regular event.",china,[]
2493,2017-05-15 13:20:00,"President of China Xi Jinping, who chaired the event, said that the next forum would take place in 2019.",china,[]
2493,2017-05-15 13:20:00,"Projects are already underway in the energy sector today, funded by large-scale investment, including that from China.",china,[]
2493,2017-05-15 13:20:00,"We are carrying out this project together with partners from Europe, French companies, and with our Chinese partners.",chinese,[]
2493,2017-05-15 13:20:00,"I would like to say that we are moving in the right direction, because the delivery of Russian machinery, equipment and agricultural products to China has increased substantially.",china,[]
2493,2017-05-15 13:20:00,This will enable us to create a wide-body jumbo jet jointly with our Chinese partners.,chinese,[]
2493,2017-05-15 13:20:00,Supplying China with rocket engines is one item on the agenda here.,china,[]
2493,2017-05-15 13:20:00,"I would not say that I played, rather, I just put a couple of fingers to the keys while waiting for our Chinese friend and partner.",chinese,[]
2493,2017-05-15 13:20:00,"For China as well as for Russia this means that cooperation will continue, but on a more global scale and with greater confidence that other parties willing to promote international cooperation will be joining our programmes.",china,[]
2493,2017-05-15 13:20:00,"What could be bad about China, South Korea, by the way, and Japan all working together on a single major project?",china,['korea']
2493,2017-05-15 13:20:00,And there is no danger at all of China’s actions being aimed at someday swallowing others.,china,[]
2493,2017-05-15 13:20:00,"Russia is open for cooperation with all countries, and today China is demonstrating its openness to the entire world.",china,[]
2493,2017-05-15 13:20:00,"They said, “It is amazing to see how China is showing greater openness and commitment to an open economy, while the countries that we always looked to as the locomotives of open markets, are acting and talking in a way that frightens us”.",china,[]
2496,2017-05-17 14:10:00,We met just recently in China.,china,[]
2497,2017-05-17 14:40:00,"Just recently the Prime Minister and I were in China where President Xi Jinping     Xi JinpingPresident of People's Republic of China  rolled out an impressive programme of cooperation, a diverse and multifaceted one.",china,[]
2504,2017-05-23 18:40:00,"Today, Pavel Kolobkov will talk about preparations for the 2018 Games in Korea and the next games, in Japan and China.",china,[]
2512,2017-05-25 15:50:00,"Let me start our conversation today by asking you to pass on my best wishes to President of China Xi Jinping     Xi JinpingPresident of People's Republic of China , our great friend, and thank him for the warm reception we were given 10 days ago in Beijing at the international summit you hosted.",china,[]
2512,2017-05-25 15:50:00,The strategic comprehensive partnership between Russia and China continues to develop.,china,[]
2512,2017-05-25 15:50:00,"Mr Minister, we see your visit as an important stage in preparing a key event on our programme of bilateral relations this year – the Chinese President’s official visit to Russia.",chinese,[]
2512,2017-05-25 15:50:00,Chinese Foreign Minister Wang Yi (retranslated):,chinese,[]
2512,2017-05-25 15:50:00,"At the same time, negotiations on concluding a trade and economic partnership between China and the EAEU are also moving forward and we already have results.",china,[]
2512,2017-05-25 15:50:00,"Step by step, we are putting together the list of cooperation projects between China and the EAEU’s Economic Council.",china,[]
2512,2017-05-25 15:50:00,The Chinese Commerce Ministry and the Russian Economic Development Ministry are currently examining possibilities for developing a Eurasian trade partnership.,chinese,[]
2512,2017-05-25 15:50:00,The relevant agreement could be signed during the Chinese President’s upcoming visit.,chinese,[]
2526,2017-06-01 19:00:00,"We agreed to continue to cooperate in the UN and other multilateral formats, such as BRICS, including, incidentally, the Russia-India-China trilateral format and the G20, and to work together to promote security and stability in Asia, and the Indian Ocean and Pacific Ocean regions.",china,[]
2528,2017-06-02 17:10:00,"Once the three of us – the President of Russia, and the leaders of China and India – got together here some time in 2005 despite all the difficulties, including regional disagreements.",china,[]
2528,2017-06-02 17:10:00,"I believe this is a very positive process, and that is how it is viewed by the People’s Republic of China, by the Chinese leaders.",china,[]
2528,2017-06-02 17:10:00,"I spoke about this fairly recently, maybe at yesterday’s meeting with the heads of news agencies – we conducted border talks with China for forty years but owing to the atmosphere that was created in our bilateral relations we managed to find a compromise.",china,[]
2528,2017-06-02 17:10:00,"Of course, one could say that we gave in on something or China gave in on something, but we got it done and it created more opportunities for advancing relations.",china,[]
2528,2017-06-02 17:10:00,This will also facilitate the implementation of the Chinese leadership’s projects related to the Silk Road.,chinese,[]
2528,2017-06-02 17:10:00,We spoke about coordinating efforts of the Eurasian Economic Union and China’s Silk Road plans.,china,[]
2528,2017-06-02 17:10:00,India is one such country and so is China.,china,[]
2533,2017-06-03 14:15:00,"They have all been designed for Yamal LNG, a large-scale project being carried out jointly with both our French and Chinese partners.",chinese,[]
2533,2017-06-03 14:15:00,"And, of course, I am counting on the successful launch of new, promising, large-scale projects with our French, Chinese and foreign partners, as well as on our growing cooperation in the extremely rich Arctic Region.",chinese,[]
2536,2017-06-05 16:15:00,We have good examples of investment in agriculture by partners from China and the Asia-Pacific region.,china,[]
2539,2017-06-08 16:00:00,President of the People’s Republic of China Xi Jinping     Xi JinpingPresident of People's Republic of China  (retranslated):,china,[]
2539,2017-06-08 16:00:00,This all shows that Chinese-Russian relations are at a high level today and are strategic and enduring.,chinese,[]
2541,2017-06-09 11:30:00,"Our goal is to combine the potentials of the EAEU, the SCO, the Association of Southeast Asian Nations, and China’s One Belt, One Road Initiative.",china,[]
2541,2017-06-09 11:30:00,"Just recently in Beijing, we took part in a major international event initiated by the Chinese President, which was a great success, I should note.",chinese,[]
2541,2017-06-09 11:30:00,"I would also like to tell the President of the People's Republic of China, Mr Xi Jinping, that our Chinese friends can count on any possible assistance on Russia’s part during their SCO chairmanship.",china,[]
2545,2017-06-15 16:00:00,We are in talks with our Chinese friends on opening the Chinese market to our pork and poultry producers.,chinese,[]
2545,2017-06-15 16:00:00,"Here, we must work with our other partners too, work with China, India and Europe.",china,[]
2546,2017-06-15 16:45:00,Let us start with our Chinese friends.,chinese,[]
2546,2017-06-15 16:45:00,"This is the initiative of the Chinese President, our great friend, and my personal friend, Xi Jinping.",chinese,[]
2546,2017-06-15 16:45:00,The main thing for us to do is to join our efforts within the framework of the Eurasian Economic Union and China’s Silk Road initiative.,china,[]
2546,2017-06-15 16:45:00,This is why I do not have any doubt that we will work together and that this work will yield benefits for both the Chinese and Russian peoples.,chinese,[]
2546,2017-06-15 16:45:00,I would like to once again thank China for arranging this work.,china,[]
2576,2017-06-30 16:45:00,"At the same time, Belarus is Russia’s largest trade partner within the CIS, and the fourth largest globally, behind China, Germany and The Netherlands.",china,[]
2577,2017-07-04 12:30:00,"Yesterday, we had an informal but very intense and business-like meeting with President of China Xi Jinping in the Kremlin, the heart of Russia.",china,[]
2577,2017-07-04 12:30:00,"We are glad to have this opportunity to engage in an in-depth discussion of all aspects of our cooperation with you, Mr President, and all our Chinese friends in various formats.",chinese,[]
2577,2017-07-04 12:30:00,"President of China Xi Jinping (retranslated): Mr President, my good friend!",china,[]
2577,2017-07-04 12:30:00,China and Russia are good neighbours that are connected by rivers and mountains.,china,[]
2578,2017-07-04 13:30:00,"Mr Xi Jinping, ladies and gentlemen, It is a great honour to present the highest order of the Russian Federation – the Order of St Andrew the Apostle – to our dear friend, President of the People’s Republic of China Xi Jinping.",china,[]
2578,2017-07-04 13:30:00,"You have always been a consistent advocate of close cooperation between Russia and China based on equality, trust, openness and respect for one another’s interests.",china,[]
2578,2017-07-04 13:30:00,Evidence of this attitude is the fact that Russia was the first foreign country you visited as the leader of China in 2013.,china,[]
2578,2017-07-04 13:30:00,"Since then, Russian-Chinese partnership has become even stronger and continues to develop intensively.",chinese,['russian']
2578,2017-07-04 13:30:00,"Mr President, I wholeheartedly wish all the best, success, health and well-being to you and peace, stability and prosperity to the friendly Chinese people.",chinese,[]
2578,2017-07-04 13:30:00,"President of the People’s Republic of China Xi Jinping (retranslated): Mr Putin, dear friends, I would like to express my gratitude to President Vladimir Putin for his warm words.",china,[]
2578,2017-07-04 13:30:00,I see this not only as a personal honour but also as evidence of our Russian partners’ attention to the development of Chinese-Russian relations and also as proof of the feeling of sincere friendship the Russian people have for the people of China.,china,[]
2578,2017-07-04 13:30:00,This is probably the best period in the history of Chinese-Russian comprehensive partnership and strategic cooperation.,chinese,[]
2578,2017-07-04 13:30:00,Mr Putin and I fully agree that Chinese-Russian relations must remain free of external influence despite any changes on the international stage.,chinese,[]
2578,2017-07-04 13:30:00,We feel confident about the development of Chinese-Russian relations.,chinese,[]
2578,2017-07-04 13:30:00,I will revere this order as evidence of Chinese-Russian friendship.,chinese,[]
2578,2017-07-04 13:30:00,"Mr Xi Jinping, friends, It is inferred in such cases as this that this is evidence of our attention for and appreciation of Russian-Chinese relations and respect for the people of China.",china,['russian']
2578,2017-07-04 13:30:00,The awarding of this order is evidence of our attitude to China and the Chinese people.,china,[]
2578,2017-07-04 13:30:00,"However, I would like to highlight that it is this man who is in charge of the Chinese foreign policy.",chinese,[]
2578,2017-07-04 13:30:00,"We have been working together, which is why I have first-hand information about his great personal contribution to the development of bilateral relations and the decisions he takes on key issues of Russian-Chinese relations.",chinese,['russian']
2578,2017-07-04 13:30:00,"Please, accept my congratulations again and also best wishes to you, your family and the Chinese people.",chinese,[]
2579,2017-07-04 14:00:00,"President Xi Jinping, Chinese friends, I would like to extend my welcome to you once again, now that the two delegations meet in the expanded format.",chinese,[]
2579,2017-07-04 14:00:00,President of China Xi Jinping     Xi JinpingPresident of People's Republic of China  (retranslated):,china,[]
2579,2017-07-04 14:00:00,"In May, you attended the Belt and Road International Forum in China.",china,[]
2579,2017-07-04 14:00:00,I believe that our proactive contacts served as an impetus for stepping up the comprehensive partnership and high-level strategic cooperation between China and Russia.,china,[]
2580,2017-07-04 15:30:00,"For the first time, Russian and Chinese entrepreneurs, representatives of public organisations and the media community, all those who are creating a foundation for cooperation between Russia and China in the economic, humanitarian, scientific and information areas, and making a real contribution to the consolidation of friendship and mutual understanding between our peoples and countries are meeting at a common venue.",china,[]
2580,2017-07-04 15:30:00,"The Russian-Chinese Committee of Friendship, Peace and Development is playing a tangible role in this respect.",chinese,['russian']
2580,2017-07-04 15:30:00,"Uniting politicians, entrepreneurs, heads of departments and regions, cultural figures, diplomats and journalists, the Committee has been a leading source of dialogue between China and Russia for 20 years now.",china,[]
2580,2017-07-04 15:30:00,"We hope the Russian-Chinese Committee of Friendship, Peace and Development will continue fulfilling its important mission in the same creative and novel way – promote the consolidation of mutual understanding and good-neighbourly relations between our nations.",chinese,['russian']
2580,2017-07-04 15:30:00,The China-Russia Friendship Association is very much involved in public diplomacy.,china,[]
2580,2017-07-04 15:30:00,It is the successor to the Soviet-China Friendship Association founded back in 1957 and for these 60 years it has been dedicated to strengthening friendly ties between the two peoples.,china,['soviet']
2580,2017-07-04 15:30:00,"The Association brings together those who value close relations with our great neighbours, who love and respects the rich legacy, history and culture of the Chinese people.",chinese,[]
2580,2017-07-04 15:30:00,"Today the Association initiates and organises many large joint events and works hard to promote youth relations, and develop cooperation between Russian and Chinese regions.",chinese,[]
2580,2017-07-04 15:30:00,"I would particularly like to mention the activity of the Russia-China business councils and the Russian-Chinese Chamber for Facilitating Trade in Machinery and Innovative Products which help major companies and associations in our countries establish everyday contacts, fulfil their initiatives in non-commodity exports, mechanical engineering, technology transfer and innovation.",china,"['russia', 'russian']"
