source_doc_id,date,sentence,found_term,accompanying_terms
17,2012-05-15 18:00:00,"Only China, Germany and the Netherlands have higher figures.",china,[]
52,2012-06-05 02:00:00,"I am pleased to have this opportunity on the eve of my state visit to China and the Shanghai Cooperation Organisation summit to address the millions of readers of one of the world’s most influential newspapers, Renmin Ribao.",china,[]
52,2012-06-05 02:00:00,"I value this chance to share my views on the future of our countries’ partnership and the role Russian-Chinese relations play in today’s world, which is in the midst of complex transformation, faces big global and regional security challenges, attempts to dilute the principles of international law, and economic and financial upheaval.",chinese,['russian']
52,2012-06-05 02:00:00,The main thing is that all clear-headed politicians and experts in economics and international relations realise that it is not possible to set the global agenda today behind Russia’s and China’s backs and without taking their interests into account.,china,[]
52,2012-06-05 02:00:00,"In this context, we are aware of our common responsibility for the Russian-Chinese partnership’s long-term development and the importance of our common efforts within the United Nations and other multilateral organisations and regional bodies.",chinese,['russian']
52,2012-06-05 02:00:00,"We therefore have high hopes for the intensive programme of meetings we have planned with the Chinese leadership, and we also hope for fruitful work at the upcoming Shanghai Cooperation Organisation summit that will conclude China’s successful presidency of this organisation.",china,[]
52,2012-06-05 02:00:00,* * Russian-Chinese relations have been deservedly called an example of the new type of relations between states.,chinese,['russian']
52,2012-06-05 02:00:00,Russian-Chinese bilateral trade reached the record mark of $83.5 billion in 2011.,chinese,['russian']
52,2012-06-05 02:00:00,"They offer China more reliable and diversified energy supplies for its domestic needs, and offer Russia the chance to open up new export routes to the fast-growing Asia-Pacific region.",china,[]
52,2012-06-05 02:00:00,"Among the results already attained, I note the launch of the Russian-Chinese oil pipeline that delivered 15 million tons of oil last year, and the conclusion of a long-term contract – 25 years – for electricity supplies to China.",china,['russian']
52,2012-06-05 02:00:00,"Russia also increased its coal exports to China to 10.5 million tons in 2011, and have plans for joint development of coal deposits.",china,[]
52,2012-06-05 02:00:00,I hope that we will soon begin large-scale deliveries of Russian gas to China.,china,[]
52,2012-06-05 02:00:00,"Russia took part in building the first section of the Tianwan Nuclear Power Plant, which the stress tests results show to be the safest in China.",china,[]
52,2012-06-05 02:00:00,"Last year, our specialists helped to launch China’s first fast-neutron experimental reactor, thus making China the fourth country, after Russia, Japan and France, to possess this technology.",china,[]
52,2012-06-05 02:00:00,"We hope to continue our cooperation on building the Tianwan power plant’s second and subsequent sections, and to take part in building other energy sector facilities in China.",china,[]
52,2012-06-05 02:00:00,"Now we are holding the Year of Russian Tourism in China, and next year our attention will be on the Chinese Tourism Year in Russia.",china,[]
52,2012-06-05 02:00:00,"Russia and China share very similar positions on all of these issues, positions based on the principles of responsibility, commitment to the basic values of international law, and unconditional mutual respect for each other’s interests.",china,[]
52,2012-06-05 02:00:00,I stress that the Russian-Chinese strategic partnership plays an effective part in strengthening regional and global stability.,chinese,['russian']
52,2012-06-05 02:00:00,"It would be in our common interests to make use of the obvious advantages offered by China’s fast-growing economy, the technological potential that Russia is developing as it modernises, and the Central Asian countries’ rich natural resources.",china,[]
52,2012-06-05 02:00:00,We have high hopes for the Russian-Chinese talks and the SCO summit in Beijing.,chinese,['russian']
52,2012-06-05 02:00:00,"Russia needs a prosperous China, and I am sure that China needs a successful Russia.",china,['prosperous']
52,2012-06-05 02:00:00,An old Chinese saying states that common hopes require common efforts.,chinese,['old']
53,2012-06-05 16:00:00,China is a strategic partner of the Russian Federation.,china,[]
53,2012-06-05 16:00:00,"We welcome the active participation of Chinese partners in the Russian technoparks and special economic zones, as well as research and innovation centres.",chinese,[]
53,2012-06-05 16:00:00,"We are ready to further boost interregional cooperation, intensify the programme of cooperation between the Russian Far East, Eastern Siberia and Northeast China.",china,['northeast']
53,2012-06-05 16:00:00,"At present Russia has about 18,000 Chinese students and China has 8,000 Russian students.",china,[]
53,2012-06-05 16:00:00,"The partnership between Russia and China will continue to actively develop for the benefit of our nations, and today is a good example of building truly friendly and good neighbourly relations.",china,[]
54,2012-06-06 10:15:00,"The Russian and Chinese prime ministers will have their next meeting in autumn, and I am sure that this will mark yet another step in developing our multilateral strategic partnership. <…>",chinese,[]
55,2012-06-06 11:30:00,It is a great pleasure to be here in friendly China.,china,['friendly']
55,2012-06-06 11:30:00,"We do indeed have a very full programme of work together with our Chinese partners, including with the government.",chinese,[]
56,2012-06-06 12:15:00,"Russian-Chinese relations are important not just economically, however, but are also a big stabilising factor in international affairs and global security, and ultimately contribute to our countries’ steady development.",chinese,['russian']
56,2012-06-06 12:15:00,"I hope very much that today’s visit and the high-level contacts we have planned in China and in Russia, including through our defence agencies, will give impetus to our all-round strategic partnership’s continued development.",china,[]
56,2012-06-06 12:15:00,These were the first joint Russian-Chinese naval exercises.,chinese,['russian']
57,2012-06-06 13:30:00,"This year, the heads of both houses of the Russian parliament are scheduled to visit China.",china,[]
57,2012-06-06 13:30:00,"In this respect, let me say that people in Russia know and love China and have big interest in your country’s great history and culture.",china,[]
58,2012-06-07 08:00:00,"Last year, at Russia’s initiative, a prevention operation was held jointly with China and Kazakhstan, as a result of which over four hundred drug-related crimes were solved.",china,[]
58,2012-06-07 08:00:00,I will single out China’s initiative to convene the Forum of Young Leaders in August 2011 and the Russian proposal to meet in Russia’s Altai Region in November for a youth forum on entrepreneurship and cross-border cooperation.,china,[]
58,2012-06-07 08:00:00,"In conclusion, I would like to thank President of China Hu Jintao for the extensive work done by him personally and all our Chinese friends and partners during China’s presidency.",china,[]
84,2012-06-20 02:45:00,"Our trade with China comes to $83.5 billion, with Germany — $72 billion, but only $30 billion with the USA.",china,[]
85,2012-06-21 15:00:00,"The group includes Brazil, Russia, India, China and South Africa.",china,[]
85,2012-06-21 15:00:00,This was the highest rate of growth among major European economies and one of the highest among the major economies of the world – only China and India were ahead of us.,china,[]
85,2012-06-21 15:00:00,"Practically all centres of global capital – the Middle East, China, Europe, the United States, and Australia – are working with the Fund.",china,[]
85,2012-06-21 15:00:00,"Two weeks ago, during my visit to China, the Fund became one of the founders of the Russian-Chinese Investment Fund, which will manage up to $4 billion.",china,['russian']
104,2012-07-02 17:00:00,"We currently export arms and military goods to 55 different countries, including India, Algeria, China, Vietnam, Venezuela, and the United States.",china,[]
107,2012-07-09 14:30:00,Strategic and practical cooperation with China is a major priority.,china,[]
107,2012-07-09 14:30:00,"We will continue to pay particular attention to deepening all forms of cooperation with our Chinese partners, including coordination of our efforts on the international agenda.",chinese,[]
112,2012-07-12 21:30:00,That Russia has been put together with countries such as the People’s Republic of China and the United States of America does not offend us in any way but on the contrary flatters us.,china,[]
113,2012-07-16 20:30:00,"As you know, more than 20 restrictive measures are in place with regard to Russian metallurgical products in various countries including the US, EU, Mexico, Turkey, Indonesia, China, Thailand and, regrettably, Ukraine.",china,[]
132,2012-07-28 16:00:00,"Our trade with China, our other neighbour in the Far East, has reached nearly $90 billion – $87 billion, if I am not mistaken, and the opportunities that exist both in Russia and Japan certainly make us think about what can and must be done to boost our trade and economic relations.",china,['neighbour']
152,2012-08-16 15:30:00,"Currently, we are receiving information that the economic growth rates in China have slowed and fallen somewhat, and China is one of the world’s largest manufacturers and consumers.",china,[]
152,2012-08-16 15:30:00,"Currently, our Central Bank has somewhere between 512 and 514 billion dollars in gold and foreign currency reserves, which is the third highest figure in the world after China and Japan.",china,[]
152,2012-08-16 15:30:00,This was the highest rate of economic growth among all developed nations with the exception of India and China.,china,[]
169,2012-09-06 12:00:00,China is indeed becoming a major hub of world economy and politics.,china,[]
169,2012-09-06 12:00:00,"China has taken up this new leading role not only in Russia’s eyes, but also in the eyes of the whole world.",china,[]
169,2012-09-06 12:00:00,"What makes us rather special, however, is that Russia and China are neighbours, and our special relations took thousands of years to evolve to where we are now.",china,[]
169,2012-09-06 12:00:00,"Presently, the Russian-Chinese relations are at an unprecedented high level, and we have a lot of mutual trust both in politics and economy.",chinese,['russian']
169,2012-09-06 12:00:00,"On top of that, as you know, we have enjoyed fairly strong economic growth, with a growth rate of 4.2 percent, which is the highest rate among the world’s largest economies next to China and India.",china,[]
169,2012-09-06 12:00:00,"With upwards of $500 billion in gold and currency reserves, we presently rate third worldwide next to China and Japan.",china,[]
170,2012-09-07 10:30:00,"Mr President, Chinese friends, it is a great pleasure to see you in Russia, in its far-eastern part this time, here in Vladivostok.",chinese,[]
170,2012-09-07 10:30:00,We feel the Chinese leadership and people’s commitment to building ties with our country.,chinese,[]
170,2012-09-07 10:30:00,President of China Hu Jintao (retranslated):,china,[]
172,2012-09-07 13:00:00,"We are currently carrying out a number of projects in this sector in Asia, including building a nuclear power station in China.",china,[]
172,2012-09-07 13:00:00,I was very pleased to hear that our Chinese friends and partners are satisfied with the quality that we offer.,chinese,[]
173,2012-09-07 14:30:00,"We have already signed an agreement between Russian banks and their Chinese counterparts, and we already trade in rubles and yuans.",chinese,[]
173,2012-09-07 14:30:00,"Russia and China have a large trade turnover, and last year we achieved a record figure of $83.5 billion.",china,[]
173,2012-09-07 14:30:00,I think that in the near future our trade with China will approach $100 billion a year.,china,[]
173,2012-09-07 14:30:00,"As for China, I have no doubt that we will reach the $100 billion target in the near future.",china,[]
173,2012-09-07 14:30:00,"Last year we had 42% growth in trade with China, and in the first six months of 2012 (January-June) the increase has been almost 14%.",china,[]
173,2012-09-07 14:30:00,"We have created a Russian Direct Investment Fund, and the leading Chinese investment company is directly involved in the fund’s activities.",chinese,[]
173,2012-09-07 14:30:00,I know that the amount of resources offered by the Chinese investment company is very substantial.,chinese,[]
173,2012-09-07 14:30:00,"I had a meeting today with President of China Hu Jintao, our great friend and my personal friend, and discussed in great detail (we must give credit to the Chinese leadership, they analyse the negotiations process in minute detail) what has been achieved already and what else could be done.",china,[]
173,2012-09-07 14:30:00,"We have already built several nuclear power plants in China and we believe that our experts will have the opportunity to continue this work; in fact, such agreements already exist.",china,[]
173,2012-09-07 14:30:00,"At the same time, we are aware of our Chinese partners’ interest in the development of cooperation in hydrocarbons.",chinese,[]
173,2012-09-07 14:30:00,"Projects in such fields cannot be implemented effectively today without the support and participation of the state, but I want to draw your attention to the fact that private capital, including Chinese capital stock, can also play a role, considering that the creation of new aircraft systems, such as heavy helicopters, can be widely used in business.",chinese,[]
173,2012-09-07 14:30:00,"We would very much like to see such factories set up not only in China, but also in Russia.",china,[]
173,2012-09-07 14:30:00,We know the share of Chinese products on the Russia market.,chinese,[]
173,2012-09-07 14:30:00,Many of these Chinese-manufactured products are supplied to the Russian market.,chinese,[]
173,2012-09-07 14:30:00,"You already know that at the bilateral meeting today the leader of China, Hu Jintao, informed us that our joint venture in Tianjin will be granted the right to purchase petroleum products, to export them and sell them on China’s domestic market.",china,[]
173,2012-09-07 14:30:00,"This is the first time China has made such a decision with regard to a company with foreign participation, in this case, with the participation of Russian capital.",china,[]
173,2012-09-07 14:30:00,"Many Chinese companies have such resources, as we all know.",chinese,[]
173,2012-09-07 14:30:00,"Incidentally, our Chinese partners and friends have always supported us along the way, for which we are very grateful.",chinese,[]
173,2012-09-07 14:30:00,I'm not surprised that it's mostly our Chinese friends asking questions.,chinese,[]
173,2012-09-07 14:30:00,"There are one and a half billion people in China, so if we consider them as a percentage of the total population, the frequency of their intercessions seems entirely justified.",china,[]
173,2012-09-07 14:30:00,I think that our Japanese friends including my personal friends would acknowledge that Chinese martial arts are the progenitors of all martial arts.,chinese,[]
173,2012-09-07 14:30:00,"In this connection, the interest in our country and in other parts of the world in this aspect of Chinese culture is very significant.",chinese,[]
173,2012-09-07 14:30:00,"You must have seen that when I was in China during one of my visits, I met with some monks from one of the monasteries where these kinds of martial arts are traditionally practiced.",china,[]
173,2012-09-07 14:30:00,We don’t know — perhaps she is from China too.,china,[]
173,2012-09-07 14:30:00,I have already referred to our agreement with China on a certain volume of payments to be made in yuan and rubles.,china,[]
175,2012-09-08 04:50:00,"The Republic of Korea is our third largest trade and economic partner in Asia in terms of trade turnover, following China and Japan.",china,[]
183,2012-09-09 10:00:00,"Unfortunately, as you know, a great tragedy occurred in China: there was an earthquake that resulted in loss of life and left many injured.",china,[]
183,2012-09-09 10:00:00,"I witnessed the distress the President of China, our friend Mr Hu Jintao, felt about these events and saw him turn his attention to this problem almost hourly in addition to addressing the current issues on our agenda.",china,[]
183,2012-09-09 10:00:00,"As for spheres that could attract foreign investments, including from China, they are very diverse.",china,[]
183,2012-09-09 10:00:00,"First and foremost, we would like, as I have mentioned, to work with our partners, including our Chinese partners, on new and innovative technologies, on the technologies of the future.",chinese,[]
183,2012-09-09 10:00:00,"Incidentally, one of the shipbuilding companies there is created with the participation of Chinese capital.",chinese,[]
183,2012-09-09 10:00:00,I think they are working through a Hong Kong-based company but it is a Chinese investment and we know that.,chinese,[]
183,2012-09-09 10:00:00,"Now, together with our Chinese partners, we are considering working in two areas of aviation manufacturing.",chinese,[]
183,2012-09-09 10:00:00,"This helicopter was lauded by our Chinese colleagues, as it was used in the rescue operations following a major earthquake a couple of years ago.",chinese,[]
183,2012-09-09 10:00:00,We supplied them to China and they conducted a very successful rescue operation.,china,[]
183,2012-09-09 10:00:00,Our Chinese colleagues immediately expressed an interest in designing a new generation of helicopters with a similar load bearing capacity.,chinese,[]
183,2012-09-09 10:00:00,"Third, we are designing a wide-bodied aircraft with China.",china,[]
183,2012-09-09 10:00:00,Russia's technological capabilities and China's financial and intellectual resources give reason to believe that we will cope with this task.,china,[]
183,2012-09-09 10:00:00,You know how active the Russian Federation is in China.,china,[]
197,2012-09-19 18:00:00,"For neighbours such as us, with a common border stretching over almost 7,000 kilometres (the longest land border in the world), this is an absolutely top priority, above all so as to establish the Europe-Western China transit corridor.",china,['western']
197,2012-09-19 18:00:00,"This route will run from St Petersburg through Kazan, Orenburg, Aktyubinsk and Almaty to the border with China, and will not only bring a huge improvement to the transport infrastructure in Russia and Kazakhstan, but will open shorter and more profitable routes for trade between Europe and the fast-growing Asia-Pacific region.",china,[]
201,2012-09-20 13:30:00,"This will not only expand cooperation in the region but we hope that it will have a positive impact on the region’s economic development, strengthen Kyrgyzstan’s role as an important element in energy supply of the entire Pacific region, bearing in mind that some of the energy can be sold, for example, to the neighbouring China.",china,['neighbouring']
207,2012-09-25 22:30:00,"Together with China and the Netherlands, it is one of the top three investors of capital into the Russian economy.",china,[]
213,2012-10-02 16:00:00,"In comparison, this figure in European countries, Brazil, China and India did not exceed 2% of GDP in the same period.",china,[]
213,2012-10-02 16:00:00,"Industrial production and GDP have slowed down in China and social tension is growing in a number of countries, which is a negative phenomenon in itself but it also has a harmful effect on the economy.",china,[]
213,2012-10-02 16:00:00,"We heard from our colleagues just now, starting with our Chinese friend.",chinese,[]
213,2012-10-02 16:00:00,Our Chinese colleague spoke about the Chinese economy’s need to rely more on domestic demand.,chinese,[]
213,2012-10-02 16:00:00,"But this is nonetheless an objective, not only for our friends in China, but for Russia too.",china,[]
213,2012-10-02 16:00:00,I note that our relations with China are developing very well indeed.,china,[]
213,2012-10-02 16:00:00,"This puts China in first place among our trading partners, ahead by a long way of Germany, and our trade continues to grow, which is good to see.",china,[]
215,2012-10-04 19:30:00,"We started negotiations six years ago with our partners in some Asian countries, including China.",china,[]
239,2012-10-17 17:30:00,"This is the basis upon which we will develop our military technical cooperation with our partners from the BRICS Group – Brazil, India, China, and South Africa, and also with Vietnam.",china,[]
239,2012-10-17 17:30:00,"As far as military technical cooperation goes, India and China are both longstanding key partners for Russia.",china,[]
248,2012-10-23 17:30:00,"China, Japan, which has increased its share of hydrocarbons since the Fukushima tragedy, India, and Russia’s other eastern neighbours are large and promising consumers.",china,['japan']
253,2012-10-25 19:00:00,"Citizens are used to living at a certain level, and there is nothing that could convince people in Spain, for example, that they should live the same way as people in rural China.",china,['rural']
253,2012-10-25 19:00:00,China is ensuring its growth rates by using technology and a constant flow of millions of workers to large cities.,china,[]
253,2012-10-25 19:00:00,"I imagine you were thinking primarily of the slowdown in growth in China, your country.",china,['country']
253,2012-10-25 19:00:00,"Of course we would like China, the world’s second biggest economy, to maintain high growth because China is Russia’s biggest trading partner today with bilateral trade of $83.5 billion.",china,['economy']
253,2012-10-25 19:00:00,"Naturally, we would like to sell more to China and buy more from China, but there is one circumstance I want to point out.",china,[]
253,2012-10-25 19:00:00,"I think that Chinese specialists are taking the right step by restraining the growth rate a little, because otherwise there is the risk of producing a bubble.",chinese,[]
253,2012-10-25 19:00:00,"You can run into problems if you artificially overheat the economy, and so I think China is doing the right thing by slowing the pace a little.",china,[]
253,2012-10-25 19:00:00,"Second, we know that China is taking measures, including administrative measures, to rein in lending to the economy, and I think this is also absolutely correct because these are things that need to be kept under control.",china,[]
253,2012-10-25 19:00:00,"Third, China trades with the entire world, with the USA, with Europe.",china,[]
253,2012-10-25 19:00:00,If economies face problems elsewhere in the world this automatically has an impact on the Chinese economy too.,chinese,[]
253,2012-10-25 19:00:00,"Fortunately, I think nothing disastrous has happened so far and the situation was quite foreseeable, but it will not stop Russia from developing its relations with China over the medium-term and strategic perspective.",china,[]
253,2012-10-25 19:00:00,We can do this by increasing our trade operations and increasing our energy exports to China.,china,[]
253,2012-10-25 19:00:00,"Exports of Chinese goods, including mass consumer goods, to the Russian market will also boost our trade.",chinese,[]
253,2012-10-25 19:00:00,"Let’s not forget that Russia is now a full-fledged member of the World Trade Organisation, as is China.",china,[]
253,2012-10-25 19:00:00,"The Tianwang nuclear power plant is already in operation, the first unit has come on line, and our Chinese colleagues are happy with the facility, which was built using the latest technology.",chinese,[]
253,2012-10-25 19:00:00,We will continue this cooperation and have already agreed on this with our Chinese friends.,chinese,[]
253,2012-10-25 19:00:00,Chinese companies and specialists will perform a substantial share of the contracts under these projects.,chinese,[]
253,2012-10-25 19:00:00,Chinese specialists are already carrying out 25–30 percent of the total share of work.,chinese,[]
253,2012-10-25 19:00:00,We will continue our cooperation with our Chinese partners in aviation and rocket technology.,chinese,[]
253,2012-10-25 19:00:00,"We have already taken the first steps, however, and will continue to move in this direction, all the more so as Chinese specialists are very interested in the idea too and welcome the use of our national currencies in mutual settlements.",chinese,[]
278,2012-11-15 17:00:00,"Our figure is around 21–22%, whereas in the United States is it 50% and it is even higher in other countries, for example in China it is over 60% and even more in Indonesia.",china,[]
279,2012-11-16 17:00:00,"The People’s Republic of China is now in the number one spot, but Germany holds a strong second place.",china,[]
286,2012-11-21 18:00:00,"I think even with China the negotiations were quicker, some 16 or 17 years.",china,[]
300,2012-12-06 20:15:00,"I am very pleased that in spite of the domestic policy processes underway in the People’s Republic of China, we are continuing contacts at the highest level.",china,[]
300,2012-12-06 20:15:00,"Premier of the State Council of the People'S Republic of China Wen Jiabao     Jiabao WenPremier of the State Council of China  (retranslated): It is a pleasure to visit you, my old friend, Mr President!",china,[]
300,2012-12-06 20:15:00,"Not only we increase trade turnover between our nations – although that, too, is very important – but also brought the relations between China and Russia to a new level.",china,[]
300,2012-12-06 20:15:00,You have named our Chinese friends who have taken new positions following the party congress.,chinese,[]
300,2012-12-06 20:15:00,And we are certainly grateful to you for everything that you have personally done in recent years for the development of Russian-Chinese relations.,chinese,['russian']
303,2012-12-10 17:15:00,"Primary among these are the BRICS countries: Brazil, Russia, India, China, and South Africa.",china,[]
318,2012-12-20 16:40:00,"This is slightly lower than last year, when we had 4.3% growth, but I want to point out that amid the recession in the Eurozone, slowing economic growth in the United States and even some scaling down in China, I consider this a good result overall.",china,[]
318,2012-12-20 16:40:00,"This is a very sensitive area and here, we cannot charge forward like a bull in a china shop.",china,[]
318,2012-12-20 16:40:00,"Regardless of how people may criticise the political system in China, money is flowing into that nation, first and foremost because it is stable, because investors know they can expect that their money will not disappear in five, ten or fifteen years as a result of some kind of political shock, and this is the most important precondition for stability.",china,[]
318,2012-12-20 16:40:00,"This does not mean that we must create the same system that China has, but we must ensure stability as a necessary condition for development, as I have already said many times.",china,[]
318,2012-12-20 16:40:00,"But the mineral resources have a great deal of potential both in relation to the consumption of coal in Russia, of which there is a great deal, and for export, including to China.",china,[]
318,2012-12-20 16:40:00,"The first part of the work was completed several years ago, when we laid the pipeline system to Skovorodino, and from there we built a branch to China and simultaneously developed a railroad branch to the Pacific Ocean.",china,[]
318,2012-12-20 16:40:00,"Relations between Russia and China are very close, I would even say that they have reached an unprecedented level of trust and cooperation.",china,[]
318,2012-12-20 16:40:00,And of course relations between Russia and China have become a major factor in international affairs.,china,[]
318,2012-12-20 16:40:00,"Chinese investors are keeping a low profile, but they are active.",chinese,[]
318,2012-12-20 16:40:00,"China’s largest investment fund is an active participant in our own investment fund and, with the support of Russian colleagues, seeks out very interesting fields for cooperation.",china,[]
326,2012-12-25 11:00:00,"In the period until 2011, our efforts were directed at entering the Chinese market and we created infrastructure for the supply of resources to China.",china,[]
326,2012-12-25 11:00:00,"In the past year our product was sold to partners from Japan, China, the United States, the Philippines, South Korea, Indonesia, Singapore, Taiwan and Malaysia.",china,[]
368,2013-02-08 13:15:00,"We are launching unique projects such as the Gatchina high-beam research reactor, the NICA superconductor collider in Dubna and others.",china,[]
423,2013-03-19 19:30:00,"I would recall that our team took second place at the 2011 Summer University Games in China, and first place in the Winter Games in Turkey.",china,[]
427,2013-03-21 18:30:00,But Russia is quite an important partner for the European Union too: we stand firmly in third place behind the US and China.,china,[]
427,2013-03-21 18:30:00,"The difference in scale is not huge: I think that the US has a trade turnover with EU countries of a little more than $600 billion, while for China it is $545 billion.",china,[]
428,2013-03-22 00:00:00,"For the last two decades the economies of Brazil, Russia, India, China and South Africa have been in the lead of global economic growth.",china,[]
428,2013-03-22 00:00:00,"This year, I have approved the Concept of the Russian Federation's Participation in the BRICS group, which sets forth strategic goals we seek to achieve through interaction with our partners from Brazil, China, India and South Africa.",china,[]
428,2013-03-22 00:00:00,"Russia and China are two influential members of the international community, they are permanent members of the UN Security Council, and they are among the world’s largest economies.",china,[]
428,2013-03-22 00:00:00,"Today the Russian-Chinese relations are on the rise, they are the best in their centuries-long history.",chinese,['russian']
428,2013-03-22 00:00:00,President of the People’s Republic of China Xi Jinping     Xi JinpingPresident of People's Republic of China  is currently on a state visit to Russia.,china,[]
428,2013-03-22 00:00:00,The fact that the new Chinese leader makes his first foreign trip to our country confirms the special nature of strategic partnership between Russia and China.,china,[]
428,2013-03-22 00:00:00,China has firmly taken the first place among our trading partners.,china,[]
428,2013-03-22 00:00:00,In 2012 the Russian-Chinese trade turnover increased by 5.2% to constitute $87.5 billion (in 2007 the figure was $40 billion).,chinese,['russian']
428,2013-03-22 00:00:00,"Russia and China show an example of a balanced and pragmatic approach to solving the most critical issues, such as the situation in the Middle East and North Africa, nuclear problem on the Korean Peninsula, situation around Iran’s nuclear program.",china,[]
429,2013-03-22 17:00:00,We congratulate you sincerely on your election to the high office of President of the People’s Republic of China.,china,[]
429,2013-03-22 17:00:00,Russian-Chinese relations are now a very important factor in global politics.,chinese,['russian']
429,2013-03-22 17:00:00,It is a great pleasure to welcome our Chinese friends to Russia.,chinese,[]
429,2013-03-22 17:00:00,"President of The People’S Republic of China Xi Jinping     Xi JinpingPresident of People's Republic of China  (re-translated): President Putin, Thank very much for your warm invitation.",china,[]
429,2013-03-22 17:00:00,"As you know, the first country I am visiting in my capacity as President of China is Russia, and you are the first foreign head of state with whom I am meeting.",china,[]
429,2013-03-22 17:00:00,Relations between China and Russia are better now than ever before in our history.,china,[]
430,2013-03-22 18:00:00,"President of The People’S Republic of China Xi Jinping     Xi JinpingPresident of People's Republic of China  (re-translated): Mr President, Once again, I thank you very much for your invitation and for the warm reception we have been given.",china,[]
430,2013-03-22 18:00:00,"Russia is the first country I am visiting as President of China, and you are the first foreign head of state with whom I am meeting in this capacity.",china,[]
430,2013-03-22 18:00:00,I agree fully with the President of China’s assessment of our relations.,china,[]
430,2013-03-22 18:00:00,"I want to give the floor now to the Economic Development Minister, Mr Belousov, to begin the discussion, and then will ask Mr Xi to give the floor to his Chinese colleague.",chinese,[]
431,2013-03-22 19:00:00,"President Xi Jinping, ladies and gentlemen, We have just concluded substantial talks with the President of China and the high-level delegation of our Chinese friends accompanying him on this visit.",china,[]
431,2013-03-22 19:00:00,This is Mr Xi Jinping’s first visit abroad since taking office as President of the People’s Republic of China.,china,[]
431,2013-03-22 19:00:00,"But this is the first time that Mr Xi is visiting Russia as President of China, and it is his first foreign visit in this capacity.",china,[]
431,2013-03-22 19:00:00,"We agreed to make more active use of the possibilities the Russian-Chinese Investment Fund offers, and to pay particular attention to infrastructure and production projects in the Russian Federation’s Far East.",chinese,['russian']
431,2013-03-22 19:00:00,The Year of Russian Tourism in China was a success and we saw a substantial increase in the number of tourists.,china,[]
431,2013-03-22 19:00:00,"Today, the Year of Chinese Tourism in the Russian Federation will hold its opening events.",chinese,[]
431,2013-03-22 19:00:00,"The President of China proposed holding reciprocal youth exchange years in 2014 and 2015, and this initiative will certainly be supported.",china,[]
431,2013-03-22 19:00:00,"Back in 2010, Xi Jinping and I discussed the idea of organising an exhibition on the Chinese Communist Party’s VI congress, which took place in Russia in 1928.",chinese,[]
431,2013-03-22 19:00:00,"In conclusion, I want to thank our Chinese friends once again for this open and useful dialogue.",chinese,[]
431,2013-03-22 19:00:00,"The Chinese delegation headed by the President of China will continue its work in Russia tomorrow, but I can already say now with full assurance that Mr Xi’s state visit to our country is going well.",china,[]
431,2013-03-22 19:00:00,"President of The People’S Republic of China Xi Jinping     Xi JinpingPresident of People's Republic of China  (retranslated): Good evening, friends and media representatives, I am very pleased that I was able to meet with my good, long-standing friend President Putin today in Moscow.",china,[]
431,2013-03-22 19:00:00,"We in China are genuinely happy for Russia’s successes, development and progress.",china,[]
431,2013-03-22 19:00:00,"Immediately after becoming President of China, I am making a state visit to Russia in order to continue our positive tradition: our nations’ heads of state always visit the other nation on their first visit abroad.",china,[]
431,2013-03-22 19:00:00,This demonstrates the high level and particular nature of all-around partnership and strategic cooperation in Chinese-Russian relations.,chinese,[]
431,2013-03-22 19:00:00,"Together, we determined vectors and key areas for further developing Chinese-Russian relations, as well as our cooperation at the next stage.",chinese,[]
431,2013-03-22 19:00:00,I know that our friends in the media have a great deal of interest toward Chinese-Russian cooperation in energy.,chinese,[]
431,2013-03-22 19:00:00,"At the same time, I want to stress a very important issue: Chinese-Russian cooperation in energy is manifold, comprehensive and full-fledged.",chinese,[]
431,2013-03-22 19:00:00,China and Russia have similar or identical positions on key international and regional issues.,china,[]
432,2013-03-22 22:30:00,"President Xi Jinping     Xi JinpingPresident of People's Republic of China , ladies and gentlemen, friends, We are truly pleased to welcome our Chinese friends to Moscow, Russia’s capital.",china,[]
432,2013-03-22 22:30:00,"Exactly three years ago, my friend Mr Xi Jinping and I opened the Year of Chinese Language in Russia in this same palace, and today, we are officially launching the Year of Chinese Tourism in Russia.",chinese,[]
432,2013-03-22 22:30:00,"In recent years, Russian-Chinese ties have taken on the characteristics of an all-encompassing and truly strategic partnership.",chinese,['russian']
432,2013-03-22 22:30:00,"We successfully implemented large-scale projects such as the national Years of Russia and China, the Years of Russian and Chinese Language; we have held hundreds of bright, memorable events that garnered positive responses from the peoples of our countries.",china,[]
432,2013-03-22 22:30:00,"Student festivals, competitions for the best knowledge of the Chinese and Russian languages, forums for university rectors, national cinema weeks, and youth athletic events have become regular occurrences.",chinese,[]
432,2013-03-22 22:30:00,Let me stress that the Year of Russian Tourism in China was held quite successfully.,china,[]
432,2013-03-22 22:30:00,"The number of Russian tourists visiting China grew by almost fifty percent, and Chinese guests were the second largest national group of foreign visitors to Russia.",china,[]
432,2013-03-22 22:30:00,"Germany is currently in first place, but if we compare the populations of Germany and China, it is clear that we have great potential in our tourist exchanges with China.",china,[]
432,2013-03-22 22:30:00,I am confident that the popularity of our country among Chinese people will continue to grow.,chinese,[]
432,2013-03-22 22:30:00,"For Russian tourists, China is also among the most appealing destinations.",china,[]
432,2013-03-22 22:30:00,China’s history spans many centuries and the nation has a very rich culture and philosophy.,china,[]
432,2013-03-22 22:30:00,"At the same time, China has rapidly-developing tourist and resort centres meeting the most modern demands.",china,[]
